,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g)
35,-0.876409482618663,1.9983060474144405,-0.354384285467277,-0.07085933599338808
36,-0.9495534319199206,1.4397136289407602,-0.7824736460256929,-0.31923995584389536
37,-0.32782986285923865,0.6779966946584698,-1.4959559136230527,-0.81600119554491
38,-1.1689852798236895,1.0842457262756917,-1.4246076868633166,-1.1264769703580442
39,-0.7666935586667791,0.9826834683713866,-1.2105630065841086,0.5500922136328802
40,-1.3701311404021455,0.42409104989770635,-1.3532594601035808,-1.3127624352459246
41,-0.5838336854136377,0.6272155657063164,-0.42573251222701297,-0.3813351108065222
42,-1.4615610770287162,0.6779966946584698,-1.0678665530646367,-1.3748575902085516
43,0.019603896321729857,1.2873702420843018,-0.354384285467277,0.23961643881974606
44,-1.2787012037755747,-0.134501368575974,-1.1392147798243728,-1.499047900133805
45,-0.8032655333174067,0.8303400815149282,-0.7824736460256929,0.4879970586702534
46,-0.5289757234376945,0.9319023394192333,-1.3532594601035808,-0.9712390829514771
48,-1.4615610770287162,0.37330992094555293,-0.7824736460256929,-0.9401915054701637
49,-0.30954387553392554,2.049087176366592,-0.7111254192659568,-0.07085933599338808
50,-0.8032655333174067,0.2717476630412479,-1.0678665530646367,-0.8780963505075369
51,-0.711835596690836,0.8811212104670798,-0.9251700995451648,0.11542612889449241
52,-1.6444209502818576,0.37330992094555293,-0.7824736460256929,-0.9401915054701637
53,-0.36440183750986743,1.1858079841799967,-0.06899137842833311,-0.19504964591864174
54,-1.7358508869084284,0.47487217884985977,-0.9965183263049008,-1.6232382100590588
55,-0.4741177614617526,0.7287778236106233,-0.7111254192659568,-0.6297157306570296
56,-0.9129814572692918,0.17018540513694289,-1.0678665530646367,-0.81600119554491
57,-0.6204056600642652,0.8303400815149282,-0.5684289657464849,-0.5055254207317759
58,-1.3701311404021455,-0.28684475543243065,-1.4246076868633166,-1.6853333650216857
59,-1.1689852798236895,0.9826834683713866,-0.497080738986749,-0.5676205756944027
60,-1.5164190390046581,-0.134501368575974,-1.1392147798243728,-1.3127624352459246
61,-0.492403748787067,1.9983060474144405,-0.42573251222701297,0.23961643881974606
62,-1.1689852798236895,-0.0837202396238206,-1.1392147798243728,-0.7539060405822832
63,-0.5289757234376945,0.5256533078020114,-0.6397771925062209,-0.19504964591864174
64,-1.38841712772746,-0.032939110671667174,-1.2105630065841086,-1.6853333650216857
65,-0.43754578681112377,0.42409104989770635,-0.6397771925062209,-0.31923995584389536
66,-1.552991013655287,-0.4899692712410425,-0.42573251222701297,-1.0643818153954174
67,-0.5289757234376945,0.9826834683713866,-0.9251700995451648,-0.13295449095601491
68,-1.4798470643540307,-0.28684475543243065,-0.7824736460256929,-1.4369527451711783
69,-0.40097381216049627,1.1350268552278433,-0.21168783194780508,0.3017115937823729
70,-1.9187107601615698,0.9319023394192333,-0.7824736460256929,-0.7539060405822832
71,-0.7849795459920923,0.6272155657063164,-0.7824736460256929,-0.3813351108065222
72,-0.8032655333174067,0.017842018280484432,-0.354384285467277,-0.81600119554491
73,0.33046568085206957,0.8811212104670798,-0.28303605870754106,-0.07085933599338808
74,-1.552991013655287,0.17018540513694289,-0.7824736460256929,-0.6297157306570296
75,-0.2181139389073548,0.6779966946584698,-0.42573251222701297,0.05333097393186559
76,-0.5655476980883233,-0.18528249752812562,-0.7111254192659568,-0.6297157306570296
77,-1.242129229124946,1.1350268552278433,-1.2105630065841086,-0.3813351108065222
78,-1.4249891023780874,-0.5407504001931941,-0.9965183263049008,-0.81600119554491
79,-0.34611585018455304,0.9826834683713866,-0.42573251222701297,-0.25714480088126856
80,-1.7175648995831139,0.017842018280484432,-0.8538218727854289,-1.2506672802832979
81,-0.19982795158204042,0.22096653408909628,-0.354384285467277,0.612187368595507
82,-1.3335591657515167,0.8303400815149282,-0.9965183263049008,-0.5055254207317759
83,-1.6261349629565431,1.1350268552278433,-0.5684289657464849,-0.008764181030761242
84,-1.2238432417996328,0.3225287919934013,-0.7111254192659568,-1.0643818153954174
85,-0.492403748787067,1.5920570157972187,-0.497080738986749,-0.81600119554491
86,-1.4067031150527742,1.1858079841799967,-0.7824736460256929,-0.5055254207317759
87,-1.2969871911008892,0.7287778236106233,-0.8538218727854289,-0.8780963505075369
88,-1.0409833685464913,1.0334645973235383,-0.8538218727854289,-0.31923995584389536
89,-0.9312674445946062,0.8303400815149282,-0.7824736460256929,-0.7539060405822832
90,-1.5164190390046581,0.42409104989770635,0.07370507509113884,-0.81600119554491
91,-0.5289757234376945,0.47487217884985977,0.28774975537034675,0.11542612889449241
92,-1.827280823534999,-0.032939110671667174,-1.1392147798243728,-1.0022866604327905
93,-0.8032655333174067,0.47487217884985977,-1.0678665530646367,0.3017115937823729
94,-1.4249891023780874,0.06862314723263785,-0.9965183263049008,-1.1264769703580442
95,-0.5838336854136377,0.8811212104670798,0.5017944356495547,0.11542612889449241
96,-1.0775553431971188,0.7287778236106233,-0.7824736460256929,-0.6297157306570296
97,-0.6752636220402084,0.6779966946584698,-0.354384285467277,0.17752128385711924
98,-1.991854709462826,-0.5407504001931941,-1.6386523671425246,-1.6232382100590588
99,-0.1449699896060972,0.6779966946584698,-0.6397771925062209,-0.13295449095601491
100,-1.6444209502818576,0.37330992094555293,-0.6397771925062209,-0.5986681531757161
101,-0.5472617107630089,1.4397136289407602,0.1450533018508748,0.6432349460768204
102,-1.1506992924983752,-0.5915315291453476,-1.2819112333438447,-1.4059051676898648
103,-1.132413305173062,1.4397136289407602,-0.7824736460256929,0.05333097393186559
104,-1.1141273178477478,0.7287778236106233,-0.5684289657464849,-1.5921906325777453
105,-0.7849795459920923,0.8811212104670798,-1.2105630065841086,-0.81600119554491
106,-0.9861254065705481,0.017842018280484432,-0.1403396051880691,-0.5676205756944027
107,-1.0592693558718045,1.4397136289407602,-0.7824736460256929,-0.3813351108065222
108,-1.0775553431971188,-0.0837202396238206,-1.4246076868633166,-1.2817148577646111
109,-0.1449699896060972,0.9319023394192333,-0.28303605870754106,0.7053301010394473
110,-1.0775553431971188,-0.3376258843845841,-0.21168783194780508,-0.47447784325046244
111,0.29389370620144206,1.5920570157972187,-0.7111254192659568,0.4879970586702534
112,-0.7849795459920923,0.2717476630412479,-0.5684289657464849,-1.2506672802832979
113,-0.32782986285923865,1.1858079841799967,-0.28303605870754106,0.084378551413179
114,-0.8032655333174067,1.7951815316058286,-0.7111254192659568,-0.3813351108065222
115,-0.23639992623266792,0.5764344367541647,-0.354384285467277,-0.1640020684373283
116,-0.9861254065705481,-0.0837202396238206,-0.9251700995451648,-1.6232382100590588
117,-1.2238432417996328,1.6936192737015237,-0.1403396051880691,-0.5365729982130893
118,-1.5164190390046581,-0.0837202396238206,-0.8538218727854289,-1.0643818153954174
119,-0.5289757234376945,0.7287778236106233,-0.8538218727854289,-1.0954293928767307
120,-1.4249891023780874,0.017842018280484432,-0.9965183263049008,-1.3127624352459246
121,-1.1506992924983752,1.3381513710364552,-0.21168783194780508,-0.8780963505075369
122,-0.6935496093655216,-0.0837202396238206,-1.7813488206619965,-0.9401915054701637
123,-0.4741177614617526,0.6779966946584698,0.07370507509113884,-0.41238268828783564
124,-1.6078489756312289,-0.6423126580975,-1.0678665530646367,-1.4369527451711783
125,-0.6204056600642652,0.9319023394192333,-0.1403396051880691,-0.25714480088126856
126,-0.9495534319199206,0.22096653408909628,-0.7111254192659568,-1.1575245478393577
127,-0.45583177413643816,0.5764344367541647,-0.42573251222701297,0.11542612889449241
128,-0.9129814572692918,-0.032939110671667174,-0.7111254192659568,-1.4369527451711783
129,0.019603896321729857,0.42409104989770635,0.6444908891690266,-0.25714480088126856
130,-1.0044113938958625,0.37330992094555293,-0.7824736460256929,-1.0954293928767307
131,-0.1632559769314116,1.0334645973235383,-0.28303605870754106,-0.8780963505075369
132,-1.3152731784262035,0.6779966946584698,-0.5684289657464849,-0.8780963505075369
133,-1.187271267149004,0.6779966946584698,-0.1403396051880691,0.3327591712636863
134,-1.0775553431971188,0.22096653408909628,-0.9965183263049008,-0.9712390829514771
135,-0.5289757234376945,0.17018540513694289,-0.7824736460256929,-0.3813351108065222
136,-1.5347050263299724,0.17018540513694289,-0.7111254192659568,-1.2817148577646111
137,-0.6935496093655216,1.4904947578929135,-0.06899137842833311,-0.288192378362582
138,-1.2787012037755747,-0.3376258843845841,-1.1392147798243728,-1.0022866604327905
139,-0.7849795459920923,0.37330992094555293,-0.5684289657464849,0.05333097393186559
140,-0.6935496093655216,-0.032939110671667174,-0.5684289657464849,-1.0022866604327905
141,-0.6204056600642652,0.017842018280484432,-0.9965183263049008,-0.9091439279888502
142,-2.1747145827159677,-0.845437173906111,-0.9251700995451648,-1.4369527451711783
143,-0.6021196727389508,-0.0837202396238206,-0.7824736460256929,-0.5986681531757161
144,-1.2238432417996328,-0.18528249752812562,-0.6397771925062209,-1.499047900133805
145,-0.9129814572692918,0.7795589525627749,-1.1392147798243728,-0.6918108856196563
146,-0.876409482618663,0.7287778236106233,-0.7824736460256929,0.05333097393186559
147,-1.351845153076831,0.6272155657063164,-1.2105630065841086,-0.9091439279888502
148,-1.4615610770287162,0.3225287919934013,-0.42573251222701297,-0.9401915054701637
149,-1.132413305173062,0.47487217884985977,-0.5684289657464849,-0.5676205756944027
150,-1.4615610770287162,-0.032939110671667174,-0.9965183263049008,-0.6297157306570296
151,-0.45583177413643816,0.6779966946584698,0.0023568483314028664,-0.25714480088126856
152,0.3853236428280128,-2.0134031398056234,0.7158391159287626,0.36380674874499974
153,1.0984771485152642,-0.4391881422888891,2.071455424363746,1.8540904678480437
154,0.8607593132861808,-1.5563729792362488,0.6444908891690266,0.3017115937823729
155,1.0984771485152642,-0.9977805607625694,1.2152767032469145,1.8540904678480437
156,0.659613452707725,-1.3532484634276378,1.0012320229677065,1.4815195380722828
157,0.4584675921292691,-1.8610597529491648,0.6444908891690266,0.42590190370762654
158,0.2573217315508132,-1.3024673344754853,0.7158391159287626,0.7363776785207607
159,0.4950395667798979,-0.946999431810416,1.2866249300066503,1.2331389182217753
160,-0.12668400228078408,-1.9118408819013173,0.5731426624092907,0.23961643881974606
161,0.513325554105211,-0.8962183028582635,1.0012320229677065,1.1710437632591486
162,-0.5655476980883233,-1.7594974950448599,0.9298837962079706,0.5500922136328802
163,0.9156172752621228,-0.5407504001931941,1.0725802497274426,1.6678050029601632
164,0.2756077188761276,-1.7594974950448599,0.9298837962079706,0.5500922136328802
165,0.8059013513102375,-1.3024673344754853,0.8585355694482346,2.040375932735924
166,0.33046568085206957,-1.3024673344754853,0.6444908891690266,-0.008764181030761242
167,0.9704752372380646,-0.743874916001806,1.1439284764871784,2.040375932735924
168,-0.36440183750986743,-1.8610597529491648,0.6444908891690266,-0.07085933599338808
169,0.9521892499127516,-0.9977805607625694,1.4293213835261225,2.5992323273995654
170,0.4036096301533272,-1.3532484634276378,0.5731426624092907,0.7363776785207607
171,0.8607593132861808,-1.0485616897147219,1.5006696102858583,1.4194243831096558
172,1.135049123165893,-1.454810721331943,1.2152767032469145,1.8540904678480437
173,0.2024637695748713,-1.3532484634276378,1.0012320229677065,0.984758298371268
174,0.4584675921292691,-1.3532484634276378,0.8585355694482346,0.23961643881974606
175,0.4218956174786403,-0.6930937870496525,1.0012320229677065,1.046853453333895
176,-0.19982795158204042,-2.0641842687577756,1.0012320229677065,0.984758298371268
177,0.3853236428280128,-1.0485616897147219,1.0012320229677065,1.1089486082965216
179,0.6961854273583524,-1.0993428186668746,1.0012320229677065,1.791995312885417
180,0.7693293766596101,-1.454810721331943,0.6444908891690266,0.4879970586702534
181,1.0984771485152642,-0.946999431810416,1.3579731567663864,1.6678050029601632
182,0.6047554907317817,-0.946999431810416,1.5006696102858583,1.295234073184402
183,-0.2181139389073548,-1.5055918502840964,0.5731426624092907,0.612187368595507
184,0.2024637695748713,-1.3532484634276378,0.4304462088898187,1.046853453333895
185,2.8539319317454224,-0.0837202396238206,2.071455424363746,2.2887565525864315
186,0.9339032625874372,-1.2009050765711795,1.3579731567663864,1.1710437632591486
187,0.8059013513102375,-0.4391881422888891,1.3579731567663864,1.4815195380722828
188,-0.2546859135579823,-1.7594974950448599,0.8585355694482346,0.9226631434086412
189,0.07446185829767177,0.06862314723263785,1.2866249300066503,1.295234073184402
190,0.001317908996415451,-1.8102786239970123,0.5017944356495547,0.17752128385711924
191,0.8607593132861808,-0.743874916001806,0.5017944356495547,1.4194243831096558
192,-0.23639992623266792,-1.7594974950448599,0.5017944356495547,-0.31923995584389536
193,1.0253331992140078,-0.5915315291453476,1.7147142905650663,1.8540904678480437
194,0.23903574422549884,-1.7594974950448599,0.6444908891690266,0.11542612889449241
195,1.0253331992140078,-1.0993428186668746,1.0725802497274426,0.6742825235581339
196,1.189907085141835,-0.6423126580975,1.5006696102858583,1.6678050029601632
197,-0.07182604030484087,-1.6579352371405538,1.1439284764871784,0.8605679884460143
198,0.2756077188761276,-1.6579352371405538,0.6444908891690266,-0.008764181030761242
199,1.189907085141835,-0.6423126580975,1.7147142905650663,1.4815195380722828
200,0.1658917949242425,-1.9626220108534698,0.8585355694482346,1.1089486082965216
201,0.22074975690018572,-0.6930937870496525,1.0012320229677065,1.357329228147029
202,0.4767535794545835,-1.5055918502840964,0.6444908891690266,0.7984728334833875
203,0.824187338635552,-1.5563729792362488,1.3579731567663864,1.357329228147029
204,0.2024637695748713,-1.4040295923797905,0.6444908891690266,0.23961643881974606
205,1.1167631358405785,-1.0993428186668746,1.7147142905650663,0.984758298371268
206,0.4584675921292691,-1.4040295923797905,1.1439284764871784,0.8605679884460143
207,0.18417778224955692,-0.8962183028582635,1.3579731567663864,1.046853453333895
208,-0.03525406565421336,-1.6579352371405538,0.5017944356495547,0.11542612889449241
209,0.2756077188761276,-1.0993428186668746,1.3579731567663864,0.984758298371268
210,-0.1449699896060972,-1.3532484634276378,0.5017944356495547,0.3017115937823729
211,1.1716210978165205,-0.946999431810416,1.6433660638053302,1.6678050029601632
212,0.23903574422549884,-1.7087163660927065,0.5017944356495547,-0.008764181030761242
213,0.4036096301533272,-1.150123947619027,1.4293213835261225,1.357329228147029
214,0.31217969352675645,-1.6579352371405538,0.9298837962079706,0.23961643881974606
215,1.884774603503772,-0.743874916001806,2.142803651123482,1.791995312885417
216,0.33046568085206957,-1.5055918502840964,1.2866249300066503,0.612187368595507
217,1.0619051738646355,-0.18528249752812562,2.071455424363746,1.8540904678480437
219,1.0070472118886935,-0.4899692712410425,2.0001071976040103,1.9782807777732974
220,-0.09011202763015527,-1.5055918502840964,1.3579731567663864,0.612187368595507
221,1.2264790597924637,-1.0993428186668746,1.5720178370455944,1.6678050029601632
222,0.6778994400330394,-1.0993428186668746,1.0725802497274426,0.6742825235581339
223,0.4401816048039547,-0.7946560449539585,1.4293213835261225,0.984758298371268
224,0.7693293766596101,-0.7946560449539585,1.4293213835261225,1.1089486082965216
225,0.4584675921292691,-1.2009050765711795,1.1439284764871784,1.2331389182217753
226,0.4401816048039547,-1.0993428186668746,1.0725802497274426,0.612187368595507
227,0.8424733259608664,-0.5915315291453476,2.071455424363746,1.9782807777732974
228,0.6413274653824106,-1.5055918502840964,0.5731426624092907,0.4879970586702534
229,1.29962300909372,-0.4391881422888891,1.3579731567663864,2.2266613976238046
230,0.22074975690018572,-1.7087163660927065,1.0012320229677065,0.6742825235581339
231,0.22074975690018572,-0.3884070133367375,1.5720178370455944,2.1645662426611776
232,0.9339032625874372,-1.3532484634276378,0.7871873426884987,0.5190446361515668
233,1.5556268316481179,-0.7946560449539585,1.4293213835261225,1.5436146930349095
234,0.6230414780570961,-1.3024673344754853,0.7871873426884987,0.6432349460768204
235,1.0984771485152642,-0.6423126580975,1.6433660638053302,1.4194243831096558
236,0.1658917949242425,-1.7087163660927065,0.7871873426884987,0.6742825235581339
237,1.244765047117777,0.06862314723263785,1.9287589708442743,1.72990015792279
238,-0.10839801495546968,-1.4040295923797905,1.2152767032469145,0.4879970586702534
239,1.3361949837443476,-1.5055918502840964,1.2152767032469145,1.357329228147029
240,0.6413274653824106,-1.6071541081884013,0.7871873426884987,0.829520410964701
241,1.4824828823468614,-0.0837202396238206,2.071455424363746,1.6678050029601632
242,0.6413274653824106,-1.0993428186668746,1.2152767032469145,0.9226631434086412
243,1.500768869672176,-0.032939110671667174,1.9287589708442743,1.4815195380722828
244,0.2756077188761276,-1.3532484634276378,0.7871873426884987,0.6742825235581339
245,1.0070472118886935,-0.5407504001931941,1.6433660638053302,1.791995312885417
246,0.09274784562298617,-1.2516862055233329,0.9298837962079706,0.7984728334833875
247,1.244765047117777,-0.743874916001806,1.7860625173248024,1.2331389182217753
248,0.988761224563379,-0.6930937870496525,1.0725802497274426,0.8916155659273278
249,0.5316115414305254,-1.3024673344754853,1.5006696102858583,0.829520410964701
250,0.8059013513102375,-1.4040295923797905,0.1450533018508748,0.5190446361515668
251,1.29962300909372,-0.3376258843845841,1.7147142905650663,1.295234073184402
252,0.824187338635552,-1.0993428186668746,1.2866249300066503,0.7984728334833875
253,2.1773504007087987,-0.0837202396238206,1.9287589708442743,1.72990015792279
254,0.5864695034064686,-0.845437173906111,1.0012320229677065,0.9537107208899546
255,0.9339032625874372,-1.0993428186668746,1.9287589708442743,1.6057098479975362
257,0.513325554105211,-0.5407504001931941,1.0012320229677065,1.6057098479975362
258,-0.4192597994858094,-1.2516862055233329,0.6444908891690266,0.612187368595507
259,1.7202007175759448,-0.6930937870496525,1.2866249300066503,1.6057098479975362
260,-0.12668400228078408,-1.6071541081884013,0.5017944356495547,0.45694948118893997
261,0.7510433893342957,-1.0485616897147219,0.5731426624092907,1.6057098479975362
262,1.189907085141835,-0.9977805607625694,1.0725802497274426,0.984758298371268
263,1.0619051738646355,-0.6423126580975,2.0001071976040103,2.1645662426611776
264,-0.09011202763015527,-0.9977805607625694,0.8585355694482346,0.5500922136328802
265,1.3727669583949764,-0.4391881422888891,2.071455424363746,1.6057098479975362
266,0.4036096301533272,-1.5563729792362488,1.1439284764871784,0.20856886133843267
267,2.031062502106286,-0.5915315291453476,2.071455424363746,2.040375932735924
269,0.8790453006114939,-0.4899692712410425,1.5006696102858583,2.2266613976238046
270,0.5864695034064686,-1.7594974950448599,0.9298837962079706,0.8916155659273278
272,0.513325554105211,-1.454810721331943,1.0012320229677065,0.7984728334833875
273,1.1716210978165205,-0.743874916001806,1.5006696102858583,1.9161856228106704
274,0.22074975690018572,-1.2009050765711795,0.7871873426884987,1.2331389182217753
275,1.0801911611899497,-0.5407504001931941,0.8585355694482346,1.4815195380722828
276,0.4584675921292691,0.37330992094555293,-0.6397771925062209,-0.8780963505075369
277,1.0984771485152642,1.1858079841799967,-0.354384285467277,-0.3813351108065222
278,1.3361949837443476,1.0334645973235383,-0.5684289657464849,-0.6918108856196563
279,0.2573217315508132,0.7795589525627749,-0.9251700995451648,-0.8470487730262234
280,1.5921988062987467,1.3381513710364552,-0.28303605870754106,-0.5986681531757161
281,0.22074975690018572,0.3225287919934013,-0.21168783194780508,-0.31923995584389536
282,0.3853236428280128,0.5256533078020114,-1.6386523671425246,-1.188572125320671
283,1.3361949837443476,0.5256533078020114,-0.28303605870754106,-0.5676205756944027
284,0.36703765550269835,0.8811212104670798,-0.42573251222701297,-0.07085933599338808
285,1.3361949837443476,1.3889324999886068,-0.21168783194780508,-0.6297157306570296
286,0.4767535794545835,0.3225287919934013,-0.5684289657464849,-0.5055254207317759
287,1.4093389330456052,1.5920570157972187,-0.497080738986749,-0.5365729982130893
288,0.5498975287558399,0.06862314723263785,-1.1392147798243728,-0.6297157306570296
289,1.4641968950215472,0.47487217884985977,0.0023568483314028664,-0.19504964591864174
290,0.34875166817738396,-0.032939110671667174,-0.7824736460256929,-0.7849536180635966
291,1.189907085141835,1.2365891131321503,0.0023568483314028664,-0.19504964591864174
292,1.1533351104912062,1.4397136289407602,-0.28303605870754106,-1.1264769703580442
293,2.5613561345403957,0.3225287919934013,-1.4246076868633166,-0.6297157306570296
294,0.4401816048039547,0.7287778236106233,-0.7824736460256929,-0.9401915054701637
295,0.9521892499127516,0.5256533078020114,-0.42573251222701297,0.23961643881974606
296,-0.29125788820861115,0.06862314723263785,-1.4246076868633166,-0.7539060405822832
297,0.824187338635552,0.17018540513694289,-0.7111254192659568,-1.0022866604327905
298,-0.1449699896060972,-0.28684475543243065,-0.9965183263049008,-1.6232382100590588
299,1.2081930724671492,1.1350268552278433,-0.5684289657464849,-0.5055254207317759
300,0.4950395667798979,0.37330992094555293,-0.42573251222701297,-1.1264769703580442
301,1.4641968950215472,0.9319023394192333,-0.28303605870754106,-0.07085933599338808
302,1.189907085141835,0.6272155657063164,-0.06899137842833311,-1.0022866604327905
303,1.0070472118886935,0.9319023394192333,-0.06899137842833311,-0.5055254207317759
304,0.4401816048039547,0.3225287919934013,-0.7111254192659568,-0.6297157306570296
305,1.6104847936240598,1.4397136289407602,0.28774975537034675,0.42590190370762654
306,-0.5655476980883233,-0.28684475543243065,-0.9965183263049008,-1.2506672802832979
307,1.8664886161784588,1.8459626605579822,0.0023568483314028664,0.11542612889449241
308,-0.27297190088329676,-0.23606362648027904,-0.9965183263049008,-1.0643818153954174
309,1.2813370217684057,0.8303400815149282,0.1450533018508748,-0.13295449095601491
310,1.0436191865393223,0.7287778236106233,-0.42573251222701297,-0.7539060405822832
311,0.6413274653824106,-0.18528249752812562,-0.1403396051880691,-0.3813351108065222
312,0.659613452707725,0.5764344367541647,-0.42573251222701297,-0.44343026576914907
313,1.4641968950215472,1.7951815316058286,0.6444908891690266,0.7363776785207607
314,0.5316115414305254,-0.28684475543243065,-0.6397771925062209,-1.8716188299095662
315,1.7384867049012593,1.3889324999886068,0.28774975537034675,0.36380674874499974
316,0.9156172752621228,1.1858079841799967,0.6444908891690266,-0.31923995584389536
317,0.4036096301533272,0.17018540513694289,-0.9965183263049008,-0.6918108856196563
318,1.2630510344430912,0.9826834683713866,-0.354384285467277,-0.81600119554491
319,0.2756077188761276,-0.0837202396238206,-0.354384285467277,-0.8780963505075369
320,1.2630510344430912,0.37330992094555293,-0.354384285467277,-0.6607633081383429
321,1.244765047117777,0.6779966946584698,0.0023568483314028664,0.3017115937823729
322,1.1167631358405785,0.37330992094555293,-0.7824736460256929,-1.0022866604327905
323,0.9156172752621228,1.2365891131321503,0.7871873426884987,0.11542612889449241
324,1.3727669583949764,0.7795589525627749,-0.9965183263049008,-1.188572125320671
325,1.0619051738646355,0.06862314723263785,-0.21168783194780508,-0.6607633081383429
326,0.7510433893342957,-0.3884070133367375,-0.1403396051880691,-1.0954293928767307
327,1.354480971069662,0.9319023394192333,0.0023568483314028664,-0.31923995584389536
328,0.31217969352675645,0.06862314723263785,-0.5684289657464849,-0.7539060405822832
329,1.2264790597924637,1.2873702420843018,0.1450533018508748,-0.19504964591864174
330,-0.27297190088329676,0.06862314723263785,-0.9965183263049008,-1.0643818153954174
331,1.500768869672176,0.8303400815149282,-0.28303605870754106,-0.9401915054701637
332,0.22074975690018572,-0.28684475543243065,-0.7111254192659568,-1.188572125320671
333,0.9704752372380646,1.3889324999886068,0.1450533018508748,-0.19504964591864174
334,1.135049123165893,0.8303400815149282,0.07370507509113884,-0.5055254207317759
335,0.29389370620144206,1.1350268552278433,-0.497080738986749,-0.8470487730262234
336,1.4459109076962327,1.1858079841799967,0.35909798213008276,-0.31923995584389536
337,0.513325554105211,-0.3376258843845841,-0.8538218727854289,-0.6918108856196563
338,0.31217969352675645,-0.0837202396238206,-0.42573251222701297,-0.6918108856196563
339,2.159064413383484,1.3381513710364552,0.4304462088898187,-0.25714480088126856
340,-0.09011202763015527,0.47487217884985977,0.07370507509113884,-1.0022866604327905
341,1.0253331992140078,0.5256533078020114,-0.5684289657464849,-0.5365729982130893
342,1.244765047117777,0.9319023394192333,0.6444908891690266,-0.13295449095601491
343,1.135049123165893,0.7795589525627749,-0.21168783194780508,-0.5365729982130893
